"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:8799","Approved","PDGFA","platelet derived growth factor subunit A","7p22.3",,173430
"HGNC:8800","Approved","PDGFB","platelet derived growth factor subunit B","22q13.1",168409,190040
"HGNC:8801","Approved","PDGFC","platelet derived growth factor C","4q32.1",,608452
"HGNC:30620","Approved","PDGFD","platelet derived growth factor D","11q22.3",,609673
"HGNC:8803","Approved","PDGFRA","platelet derived growth factor receptor alpha","4q12",124154,173490
"HGNC:8804","Approved","PDGFRB","platelet derived growth factor receptor beta","5q32",138376,173410
"HGNC:8805","Approved","PDGFRL","platelet derived growth factor receptor like","8p22",,604584
"HGNC:54778","Approved","PDGFRL2P","platelet derived growth factor receptor like 2, pseudogene","5q33.1",,
"HGNC:8806","Approved","PDHA1","pyruvate dehydrogenase E1 subunit alpha 1","Xp22.12",124161,300502
"HGNC:44636","Approved","PDHA1P1","PDHA1 pseudogene 1","3p14.3",,
"HGNC:8807","Approved","PDHA2","pyruvate dehydrogenase E1 subunit alpha 2","4q22.3",,179061
"HGNC:8808","Approved","PDHB","pyruvate dehydrogenase E1 subunit beta","3p14.3",124164,179060
"HGNC:21350","Approved","PDHX","pyruvate dehydrogenase complex component X","11p13",124166,608769
"HGNC:14180","Approved","PDIA2","protein disulfide isomerase family A member 2","16p13.3",,608012
"HGNC:4606","Approved","PDIA3","protein disulfide isomerase family A member 3","15q15.3",,602046
"HGNC:4607","Approved","PDIA3P1","protein disulfide isomerase family A member 3 pseudogene 1","1q21.1",,
"HGNC:49403","Approved","PDIA3P2","protein disulfide isomerase family A member 3 pseudogene 2","15q15.3",,
"HGNC:30167","Approved","PDIA4","protein disulfide isomerase family A member 4","7q36.1",,
"HGNC:24811","Approved","PDIA5","protein disulfide isomerase family A member 5","3q21.1",,616942
"HGNC:30168","Approved","PDIA6","protein disulfide isomerase family A member 6","2p25.1",,611099
"HGNC:18981","Approved","PDIK1L","PDLIM1 interacting kinase 1 like","1p36.11",,610785
"HGNC:27338","Approved","PDILT","protein disulfide isomerase like, testis expressed","16p12.3",,618588
"HGNC:8809","Approved","PDK1","pyruvate dehydrogenase kinase 1","2q31.1",,602524
"HGNC:49808","Approved","PDK1P1","pyruvate dehydrogenase kinase 1 pseudogene 1","9p21.1",,
"HGNC:55004","Approved","PDK1P2","PDK1 pseudogene 2","Xq21.1",,
"HGNC:8810","Approved","PDK2","pyruvate dehydrogenase kinase 2","17q21.33",,602525
"HGNC:8811","Approved","PDK3","pyruvate dehydrogenase kinase 3","Xp22.11",356172,300906
"HGNC:8812","Approved","PDK4","pyruvate dehydrogenase kinase 4","7q21.3",,602527
"HGNC:2067","Approved","PDLIM1","PDZ and LIM domain 1","10q23.33",,605900
"HGNC:20026","Approved","PDLIM1P1","PDZ and LIM domain 1 pseudogene 1","14q21.3",,
"HGNC:48945","Approved","PDLIM1P2","PDZ and LIM domain 1 pseudogene 2","17p11.2",,
"HGNC:48946","Approved","PDLIM1P3","PDZ and LIM domain 1 pseudogene 3","17q11.1",,
"HGNC:48947","Approved","PDLIM1P4","PDZ and LIM domain 1 pseudogene 4","3q12.1",,
"HGNC:13992","Approved","PDLIM2","PDZ and LIM domain 2","8p21.3",,609722
"HGNC:20767","Approved","PDLIM3","PDZ and LIM domain 3","4q35.1",470844,605889
"HGNC:16501","Approved","PDLIM4","PDZ and LIM domain 4","5q31.1",,603422
"HGNC:17468","Approved","PDLIM5","PDZ and LIM domain 5","4q22.3",,605904
"HGNC:22958","Approved","PDLIM7","PDZ and LIM domain 7","5q35.3",470846,605903
"HGNC:9279","Approved","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1","8q22.1",158072,605993
"HGNC:30263","Approved","PDP2","pyruvate dehyrogenase phosphatase catalytic subunit 2","16q22.1",,615499
"HGNC:8816","Approved","PDPK1","3-phosphoinositide dependent protein kinase 1","16p13.3",,605213
"HGNC:49897","Approved","PDPK2P","3-phosphoinositide dependent protein kinase 2, pseudogene","16p13.3",,
"HGNC:29602","Approved","PDPN","podoplanin","1p36.21",,608863
"HGNC:30264","Approved","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit","16q22.1",,617835
"HGNC:8817","Entry Withdrawn","PDR","pigment disorder, reticulate","Xp22-p21",,
"HGNC:16119","Approved","PDRG1","p53 and DNA damage regulated 1","20q11.21",,610789
"HGNC:29088","Approved","PDS5A","PDS5 cohesin associated factor A","4p14",470848,613200
"HGNC:20418","Approved","PDS5B","PDS5 cohesin associated factor B","13q13.1",470850,605333
"HGNC:17759","Approved","PDSS1","decaprenyl diphosphate synthase subunit 1","10p12.1",252458,607429
"HGNC:49740","Approved","PDSS1P1","decaprenyl diphosphate synthase subunit 1 pseudogene 1","9p24.1",,
"HGNC:49741","Approved","PDSS1P2","decaprenyl diphosphate synthase subunit 1 pseudogene 2","2p21 not on reference assembly",,
"HGNC:23041","Approved","PDSS2","decaprenyl diphosphate synthase subunit 2","6q21",205928,610564
"HGNC:6107","Approved","PDX1","pancreatic and duodenal homeobox 1","13q12.2",124173,600733
"HGNC:28995","Approved","PDXDC1","pyridoxal dependent decarboxylase domain containing 1","16p13.11",,614244
"HGNC:27559","Approved","PDXDC2P","pyridoxal dependent decarboxylase domain containing 2, pseudogene","16q22.1",,
"HGNC:8819","Approved","PDXK","pyridoxal kinase","21q22.3",,179020
"HGNC:30259","Approved","PDXP","pyridoxal phosphatase","22q13.1",,609246
"HGNC:40525","Approved","PDXP-DT","PDXP divergent transcript","22q13.1",,
"HGNC:8820","Approved","PDYN","prodynorphin","20p13",212594,131340
"HGNC:53462","Approved","PDYN-AS1","PDYN antisense RNA 1","20p13",,
"HGNC:18486","Approved","PDZD2","PDZ domain containing 2","5p13.3",,610697
"HGNC:19891","Approved","PDZD3","PDZ domain containing 3","11q23.3",,607146
"HGNC:21167","Approved","PDZD4","PDZ domain containing 4","Xq28",,300634
"HGNC:26257","Approved","PDZD7","PDZ domain containing 7","10q24.31",239898,612971
"HGNC:26974","Approved","PDZD8","PDZ domain containing 8","10q25.3-q26.11",,614235
"HGNC:28740","Approved","PDZD9","PDZ domain containing 9","16p12.2",,
"HGNC:28034","Approved","PDZD11","PDZ domain containing 11","Xq13.1",,300632
"HGNC:8821","Approved","PDZK1","PDZ domain containing 1","1q21.1",,603831
"HGNC:16887","Approved","PDZK1IP1","PDZK1 interacting protein 1","1p33",,607178
"HGNC:31974","Approved","PDZK1P1","PDZ domain containing 1 pseudogene 1","1q21.2",,
"HGNC:51488","Approved","PDZPH1P","PDZ and pleckstrin homology domains 1, pseudogene","5q21.2",,
"HGNC:17704","Approved","PDZRN3","PDZ domain containing ring finger 3","3p13",,609729
"HGNC:40814","Approved","PDZRN3-AS1","PDZRN3 antisense RNA 1","3p13",,
"HGNC:30552","Approved","PDZRN4","PDZ domain containing ring finger 4","12q12",,609730
"HGNC:8822","Approved","PEA15","proliferation and apoptosis adaptor protein 15","1q23.2",,603434
"HGNC:29431","Approved","PEAK1","pseudopodium enriched atypical kinase 1","15q24.3",,614248
"HGNC:24793","Approved","PEAK3","PEAK family member 3","19p13.3",,618526
"HGNC:33631","Approved","PEAR1","platelet endothelial aggregation receptor 1","1q23.1",,610278
"HGNC:8630","Approved","PEBP1","phosphatidylethanolamine binding protein 1","12q24.23",,604591
"HGNC:20054","Approved","PEBP1P1","phosphatidylethanolamine binding protein 1 pseudogene 1","14q32.2",,
"HGNC:44344","Approved","PEBP1P2","phosphatidylethanolamine binding protein 1 pseudogene 2","2p11.2",,
"HGNC:44345","Approved","PEBP1P3","phosphatidylethanolamine binding protein 1 pseudogene 3","1q31.3",,
"HGNC:28319","Approved","PEBP4","phosphatidylethanolamine binding protein 4","8p21.3",,612473
"HGNC:8823","Approved","PECAM1","platelet and endothelial cell adhesion molecule 1","17q23.3",,173445
"HGNC:18281","Approved","PECR","peroxisomal trans-2-enoyl-CoA reductase","2q35",,605843
"HGNC:16735","Approved","PEDS1","plasmanylethanolamine desaturase 1","20q13.13",,610994
"HGNC:33521","Approved","PEDS1-UBE2V1","PEDS1-UBE2V1 readthrough","20q13.13",,
"HGNC:8825","Entry Withdrawn","PEE1","preeclampsia/eclampsia 1","4q25-qter",,
"HGNC:30009","Approved","PEF1","penta-EF-hand domain containing 1","1p35.2",,610033
"HGNC:40154","Approved","PEF1-AS1","PEF1 and COL16A1 antisense RNA 1","1p35.2",,
"HGNC:8826","Approved","PEG3","paternally expressed 3","19q13.43",,601483
"HGNC:35127","Approved","PEG3-AS1","PEG3 antisense RNA 1","19q13.43",,
"HGNC:14005","Approved","PEG10","paternally expressed 10","7q21.3",,609810
"HGNC:19969","Approved","PEG13","paternally expressed 13","8q24.3",,
"HGNC:50328","Approved","PELATON","plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation","20q13.13",,
"HGNC:8827","Approved","PELI1","pellino E3 ubiquitin protein ligase 1","2p14",,614797
"HGNC:8828","Approved","PELI2","pellino E3 ubiquitin protein ligase family member 2","14q22.3",,614798
"HGNC:30010","Approved","PELI3","pellino E3 ubiquitin protein ligase family member 3","11q13.2",,609827
"HGNC:8829","Approved","PELO","pelota mRNA surveillance and ribosome rescue factor","5q11.2",,605757
"HGNC:30134","Approved","PELP1","proline, glutamate and leucine rich protein 1","17p13.2",,609455
"HGNC:8830","Approved","PEMT","phosphatidylethanolamine N-methyltransferase","17p11.2",470852,602391
"HGNC:8831","Approved","PENK","proenkephalin","8q12.1",,131330
"HGNC:8838","Approved","PEPB","peptidase B","12q21",,169900
"HGNC:8839","Approved","PEPC","peptidase C","1q25",,170000
"HGNC:8840","Approved","PEPD","peptidase D","19q13.11",124187,613230
"HGNC:8841","Approved","PEPE","peptidase E",17,,170200
"HGNC:8845","Approved","PER1","period circadian regulator 1","17p13.1",,602260
"HGNC:8846","Approved","PER2","period circadian regulator 2","2q37.3",167886,603426
"HGNC:8847","Approved","PER3","period circadian regulator 3","1p36.23",456799,603427
"HGNC:54525","Approved","PER3P1","PER3 pseudogene 1","7p21.3",,
"HGNC:52293","Approved","PERCC1","proline and glutamate rich with coiled coil 1","16p13.3",,618656
"HGNC:28208","Approved","PERM1","PPARGC1 and ESRR induced regulator, muscle 1","1p36.33",,615921
"HGNC:17637","Approved","PERP","p53 apoptosis effector related to PMP22","6q23.3",,609301
"HGNC:8848","Approved","PES1","pescadillo ribosomal biogenesis factor 1","22q12.2",470854,605819
"HGNC:44058","Approved","PES1P1","pescadillo ribosomal biogenesis factor 1 pseudogene 1","4q28.3",,
"HGNC:44059","Approved","PES1P2","pescadillo ribosomal biogenesis factor 1 pseudogene 2","9p23",,
"HGNC:40038","Approved","PET100","PET100 cytochrome c oxidase chaperone","19p13.2",396650,614770
"HGNC:40045","Approved","PET117","PET117 cytochrome c oxidase chaperone","20p11.23",,614771
"HGNC:8850","Approved","PEX1","peroxisomal biogenesis factor 1","7q21.2",124189,602136
"HGNC:9717","Approved","PEX2","peroxisomal biogenesis factor 2","8q21.13",118174,170993
"HGNC:8858","Approved","PEX3","peroxisomal biogenesis factor 3","6q24.2",124209,603164
"HGNC:9719","Approved","PEX5","peroxisomal biogenesis factor 5","12p13.31",124211,600414
"HGNC:30024","Approved","PEX5L","peroxisomal biogenesis factor 5 like","3q26.33",470860,611058
"HGNC:41251","Approved","PEX5L-AS1","PEX5L antisense RNA 1","3q26.33",,
"HGNC:41252","Approved","PEX5L-AS2","PEX5L antisense RNA 2","3q26.33",,
"HGNC:8859","Approved","PEX6","peroxisomal biogenesis factor 6","6p21.1",124215,601498
"HGNC:8860","Approved","PEX7","peroxisomal biogenesis factor 7","6q23.3",124219,601757
"HGNC:8851","Approved","PEX10","peroxisomal biogenesis factor 10","1p36.32",124191,602859
"HGNC:8852","Approved","PEX11A","peroxisomal biogenesis factor 11 alpha","15q26.1",470856,603866
"HGNC:8853","Approved","PEX11B","peroxisomal biogenesis factor 11 beta","1q21.1",317370,603867
"HGNC:20208","Approved","PEX11G","peroxisomal biogenesis factor 11 gamma","19p13.2",470858,607583
"HGNC:8854","Approved","PEX12","peroxisomal biogenesis factor 12","17q12",124194,601758
"HGNC:39678","Approved","PEX12P1","peroxisomal biogenesis factor 12 pseudogene 1","13q31.3",,
"HGNC:8855","Approved","PEX13","peroxisomal biogenesis factor 13","2p15",124196,601789
"HGNC:8856","Approved","PEX14","peroxisomal biogenesis factor 14","1p36.22",124198,601791
"HGNC:8857","Approved","PEX16","peroxisomal biogenesis factor 16","11p11.2",124200,603360
"HGNC:9713","Approved","PEX19","peroxisomal biogenesis factor 19","1q23.2",124202,600279
"HGNC:22965","Approved","PEX26","peroxisomal biogenesis factor 26","22q11.21",124206,608666
"HGNC:8861","Approved","PF4","platelet factor 4","4q13.3",470862,173460
"HGNC:8862","Approved","PF4V1","platelet factor 4 variant 1","4q13.3",,173461
"HGNC:8863","Approved","PFAS","phosphoribosylformylglycinamidine synthase","17p13.1",,602133
"HGNC:8866","Approved","PFDN1","prefoldin subunit 1","5q31.3",,604897
"HGNC:8867","Approved","PFDN2","prefoldin subunit 2","1q23.3",,613466
"HGNC:8868","Approved","PFDN4","prefoldin subunit 4","20q13.2",,604898
"HGNC:8869","Approved","PFDN5","prefoldin subunit 5","12q13.13",,604899
"HGNC:4926","Approved","PFDN6","prefoldin subunit 6","6p21.32",,605660
"HGNC:8872","Approved","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","Xp11.21",,311790
"HGNC:8873","Approved","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","1q32.1",,171835
"HGNC:8874","Approved","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","10p15.1",,605319
"HGNC:8875","Approved","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","3p21.31",,605320
"HGNC:8876","Approved","PFKL","phosphofructokinase, liver type","21q22.3",,171860
"HGNC:8877","Approved","PFKM","phosphofructokinase, muscle","12q13.11",124223,610681
"HGNC:8878","Approved","PFKP","phosphofructokinase, platelet","10p15.2",,171840
"HGNC:20094","Entry Withdrawn","PFM3","parietal foramina 3","4q21-q23",,
"HGNC:8881","Approved","PFN1","profilin 1","17p13.2",310425,176610
"HGNC:42989","Approved","PFN1P1","profilin 1 pseudogene 1","1q24.3",,
"HGNC:24298","Approved","PFN1P2","profilin 1 pseudogene 2","1p11.2",,608609
"HGNC:42987","Approved","PFN1P3","profilin 1 pseudogene 3","1q21.1",,
"HGNC:42992","Approved","PFN1P4","profilin 1 pseudogene 4","1q21.2",,
"HGNC:42988","Approved","PFN1P6","profilin 1 pseudogene 6","1q21.1",,
"HGNC:42986","Approved","PFN1P8","profilin 1 pseudogene 8","1q21.1",,
"HGNC:42991","Approved","PFN1P9","profilin 1 pseudogene 9","1p12",,
"HGNC:42985","Approved","PFN1P10","profilin 1 pseudogene 10","1p36.12",,
"HGNC:42994","Approved","PFN1P11","profilin 1 pseudogene 11","10q24.32",,
"HGNC:42995","Approved","PFN1P12","profilin 1 pseudogene 12","1q21.1",,
"HGNC:8882","Approved","PFN2","profilin 2","3q25.1",,176590
"HGNC:18627","Approved","PFN3","profilin 3","5q35.3",,612812
"HGNC:31103","Approved","PFN4","profilin family member 4","2p23.3",,
"HGNC:53808","Approved","PFN5P","profilin 5, pseudogene","Xq11.2",,
"HGNC:8884","Entry Withdrawn","PGA@","pepsinogen A gene cluster","11q13",,
"HGNC:8885","Approved","PGA3","pepsinogen A3","11q12.2",,169710
"HGNC:8886","Approved","PGA4","pepsinogen A4","11q12.2",,169720
"HGNC:8887","Approved","PGA5","pepsinogen A5","11q12.2",,169730
"HGNC:8888","Approved","PGAM1","phosphoglycerate mutase 1","10q24.1",470864,172250
"HGNC:42448","Approved","PGAM1P1","phosphoglycerate mutase 1 pseudogene 1","5q11.2",,
"HGNC:42449","Approved","PGAM1P2","phosphoglycerate mutase 1 pseudogene 2","9p13.3",,
"HGNC:42450","Approved","PGAM1P3","phosphoglycerate mutase 1 pseudogene 3","3p22.1",,
"HGNC:42451","Approved","PGAM1P4","phosphoglycerate mutase 1 pseudogene 4","3p25.3",,
"HGNC:42452","Approved","PGAM1P5","phosphoglycerate mutase 1 pseudogene 5","12q22",,
"HGNC:42453","Approved","PGAM1P6","phosphoglycerate mutase 1 pseudogene 6","2p23.3",,
"HGNC:42454","Approved","PGAM1P7","phosphoglycerate mutase 1 pseudogene 7","Xp11.3",,
"HGNC:42455","Approved","PGAM1P8","phosphoglycerate mutase 1 pseudogene 8","11q13.1",,
"HGNC:42456","Approved","PGAM1P9","phosphoglycerate mutase 1 pseudogene 9","11q14.3",,
"HGNC:42457","Approved","PGAM1P10","phosphoglycerate mutase 1 pseudogene 10","6q13",,
"HGNC:42464","Approved","PGAM1P11","phosphoglycerate mutase 1 pseudogene 11","1p36.22",,
"HGNC:42459","Approved","PGAM1P12","phosphoglycerate mutase 1 pseudogene 12","15q26.2",,
"HGNC:42461","Approved","PGAM1P13","phosphoglycerate mutase 1 pseudogene 13","8q23.1",,
"HGNC:8889","Approved","PGAM2","phosphoglycerate mutase 2","7p13",167879,612931
"HGNC:16557","Approved","PGAM3P","phosphoglycerate mutase 3, pseudogene","20p12.2",,
"HGNC:21731","Approved","PGAM4","phosphoglycerate mutase family member 4","Xq21.1",470866,300567
"HGNC:42465","Approved","PGAM4P1","phosphoglycerate mutase family member 4 pseudogene 1","Xp11.22",,
"HGNC:42466","Approved","PGAM4P2","phosphoglycerate mutase family member 4 pseudogene 2","4q26",,
"HGNC:28763","Approved","PGAM5","PGAM family member 5, mitochondrial serine/threonine protein phosphatase","12q24.33",,614939
"HGNC:42467","Approved","PGAM5P1","PGAM family member 5, mitochondrial serine/threonine protein phosphatase pseudogene 1","5q21.3",,
"HGNC:25712","Approved","PGAP1","post-GPI attachment to proteins inositol deacylase 1","2q33.1",403377,611655
"HGNC:17893","Approved","PGAP2","post-GPI attachment to proteins 2","11p15.4",331952,615187
"HGNC:23719","Approved","PGAP3","post-GPI attachment to proteins phospholipase 3","17q12",395056,611801
"HGNC:28180","Approved","PGAP4","post-GPI attachment to proteins GalNAc transferase 4","9q31.1",,
"HGNC:17205","Approved","PGAP6","post-glycosylphosphatidylinositol attachment to proteins 6","16p13.3",,
"HGNC:19398","Approved","PGBD1","piggyBac transposable element derived 1","6p22.1",,
"HGNC:19399","Approved","PGBD2","piggyBac transposable element derived 2","1q",,
"HGNC:19400","Approved","PGBD3","piggyBac transposable element derived 3","10q11",,
"HGNC:19402","Approved","PGBD3P1","piggyBac transposable element derived 3 pseudogene 1","12q13.12",,
"HGNC:19397","Approved","PGBD3P2","piggyBac transposable element derived 3 pseudogene 2","5p13.3",,
"HGNC:19396","Approved","PGBD3P3","piggyBac transposable element derived 3 pseudogene 3","12q24.2",,
"HGNC:19379","Approved","PGBD3P4","piggyBac transposable element derived 3 pseudogene 4","4p14",,
"HGNC:19401","Approved","PGBD4","piggyBac transposable element derived 4","15q14",,
"HGNC:44066","Approved","PGBD4P1","piggyBac transposable element derived 4 pseudogene 1","7q34",,
"HGNC:44077","Approved","PGBD4P2","piggyBac transposable element derived 4 pseudogene 2","20q13.12",,
"HGNC:44068","Approved","PGBD4P3","piggyBac transposable element derived 4 pseudogene 3","5q32",,
"HGNC:44076","Approved","PGBD4P4","piggyBac transposable element derived 4 pseudogene 4","4q28.3",,
"HGNC:44070","Approved","PGBD4P5","piggyBac transposable element derived 4 pseudogene 5","2p11.2",,
"HGNC:44071","Approved","PGBD4P6","piggyBac transposable element derived 4 pseudogene 6","Xq27.3",,
"HGNC:44074","Approved","PGBD4P7","piggyBac transposable element derived 4 pseudogene 7","1p21.3",,
"HGNC:44075","Approved","PGBD4P8","piggyBac transposable element derived 4 pseudogene 8","1p32.1",,
"HGNC:19405","Approved","PGBD5","piggyBac transposable element derived 5","1q42.13",,616791
"HGNC:39503","Approved","PGBP","pepsinogen B, pseudogene","1p13.2",,
"HGNC:8890","Approved","PGC","progastricsin","6p21.1",,169740
"HGNC:8891","Approved","PGD","phosphogluconate dehydrogenase","1p36.22",470868,172200
"HGNC:8892","Approved","PGDP1","phosphogluconate dehydrogenase pseudogene 1","18q12.1",,
"HGNC:39144","Approved","PGDP2","phosphogluconate dehydrogenase pseudogene 2","12q21.2",,
"HGNC:8893","Approved","PGF","placental growth factor","14q24.3",,601121
"HGNC:26210","Approved","PGGHG","protein-glucosylgalactosylhydroxylysine glucosidase","11p15.5",,617032
"HGNC:8895","Approved","PGGT1B","protein geranylgeranyltransferase type I subunit beta","5q22.3",,602031
